seq_no,piece,PC,resolveDir
10581,0,3897104,1,
10594,0,4316164,1,
10656,0,4316164,1,
10687,0,3899576,1,
10610,0,3909428,0,
10626,0,3909492,0,
10644,0,3909668,0,
10617,0,3909456,0,
10633,0,3909520,1,
10691,0,3899696,0,
10701,0,3899736,1,
10712,0,4316164,1,
10820,0,3395752,0,
10781,0,3925036,1,
10754,0,3923128,0,
10758,0,3923236,0,
10766,0,3924180,1,
10824,0,3395800,0,
10825,0,3395804,1,
10807,0,3395696,0,
10842,0,3395884,1,
10836,0,3395860,0,
10853,0,3399316,1,
10856,0,3399620,0,
10813,0,3395716,1,
10830,0,3395836,0,
10849,0,3396188,1,
10851,0,3399268,1,
10823,0,3395764,1,
10858,0,3399628,0,
10861,0,3399640,1,
10874,0,3399916,0,
10895,0,3401124,1,
10886,0,3400280,0,
10873,0,3399912,0,
10889,0,3400292,1,
10896,0,3401272,1,
10881,0,3399944,1,
10894,0,3401120,0,
10927,0,3923212,1,
10916,0,3923172,0,
10918,0,3923180,0,
10922,0,3923196,0,
10930,0,3923236,0,
10947,0,3902260,1,
10959,0,3902668,1,
10958,0,3902316,1,
10969,0,3923672,0,
10971,0,3923524,1,
10974,0,3923592,1,
10978,0,3923644,1,
10990,0,3924360,0,
10996,0,3924384,1,
11003,0,3924692,0,
11000,0,3924680,0,
11009,0,3925160,1,
11012,0,3925272,0,
11011,0,3925268,0,
11014,0,3925280,1,
11038,0,3289208,1,
11037,0,3289204,0,
11042,0,3289348,0,
11048,0,3289372,1,
11060,0,3926220,1,
11061,0,3926272,0,
11046,0,3289364,0,
11064,0,3926284,0,
11074,0,3926492,1,
11100,0,4316164,1,
11129,0,3919076,1,
11125,0,3918932,1,
11141,0,3919428,1,
11142,0,3919452,0,
11148,0,3919496,0,
11154,0,3919520,1,
11152,0,3919512,0,
11161,0,3919616,1,
11163,0,3919572,1,
11178,0,3919736,1,
11173,0,3919584,1,
11175,0,3919692,1,
11170,0,3919648,1,
11220,0,4240524,0,
11225,0,4240544,0,
11239,0,4241160,0,
11229,0,4241120,0,
11233,0,4241136,0,
11242,0,4241172,1,
11296,0,4241896,0,
11259,0,4241344,0,
11303,0,4241924,0,
11252,0,4241316,0,
11289,0,4241456,1,
11313,0,4242184,1,
11311,0,4242100,1,
11339,0,4242368,1,
11342,0,4242424,0,
11349,0,4242452,0,
11354,0,4243296,0,
11395,0,4253228,1,
11368,0,4243344,1,
11442,0,4253616,1,
11488,0,4253860,0,
11418,0,4253352,1,
11519,0,4254024,0,
11515,0,4254004,0,
11531,0,4258440,0,
11539,0,4253860,0,
11566,0,4254004,0,
11570,0,4254024,0,
11581,0,4258400,1,
11584,0,4269236,1,
11585,0,4269360,1,
11593,0,4277992,1,
11591,0,4277824,1,
11594,0,4278320,1,
11611,0,4243404,1,
11613,0,4243628,1,
11635,0,4316864,0,
11616,0,4243648,0,
11643,0,4316896,0,
11659,0,4316976,0,
11664,0,4316992,1,
11670,0,4317032,0,
11678,0,4322868,0,
11681,0,4322880,0,
11687,0,4316940,1,
11708,0,4243672,1,
11712,0,4245060,0,
11731,0,4316864,0,
11739,0,4316896,0,
11755,0,4316976,0,
11760,0,4316992,0,
11764,0,4317004,1,
11770,0,4317032,0,
11789,0,4252976,1,
11790,0,4252984,1,
11843,0,3919912,1,
11798,0,4253132,1,
11808,0,4316940,1,
11827,0,4245076,1,
11846,0,3920844,0,
11854,0,3920968,0,
11852,0,3920956,1,
11877,0,4316164,1,
11888,0,3909720,0,
11927,0,4316164,1,
11890,0,3909728,0,
11902,0,3909776,1,
11904,0,3909876,0,
11901,0,3909772,0,
11908,0,3909892,1,
11943,0,3711692,0,
11907,0,3909888,0,
11945,0,3711700,1,
11956,0,4316164,1,
11973,0,3896788,1,
11978,0,3896844,0,
11981,0,3896856,1,
11989,0,3897056,1,
11991,0,3897104,1,
12004,0,4316164,1,
12066,0,4316164,1,
12097,0,3899576,1,
12020,0,3909428,0,
12036,0,3909492,0,
12054,0,3909668,0,
12027,0,3909456,0,
12043,0,3909520,1,
12101,0,3899696,0,
12111,0,3899736,1,
12122,0,4316164,1,
12230,0,3395752,0,
12191,0,3925036,1,
12164,0,3923128,0,
12168,0,3923236,0,
12176,0,3924180,1,
12234,0,3395800,0,
12235,0,3395804,1,
12217,0,3395696,0,
12252,0,3395884,1,
12246,0,3395860,0,
12263,0,3399316,1,
12266,0,3399620,0,
12223,0,3395716,1,
12240,0,3395836,0,
12259,0,3396188,1,
12261,0,3399268,1,
12233,0,3395764,1,
12268,0,3399628,0,
12271,0,3399640,1,
12284,0,3399916,0,
12305,0,3401124,1,
12296,0,3400280,0,
12283,0,3399912,0,
12299,0,3400292,1,
12306,0,3401272,1,
12291,0,3399944,1,
12304,0,3401120,0,
12337,0,3923212,1,
12326,0,3923172,0,
12340,0,3923236,0,
12328,0,3923180,0,
12332,0,3923196,0,
12357,0,3902260,1,
12369,0,3902668,1,
12368,0,3902316,1,
12379,0,3923672,0,
12381,0,3923524,1,
12384,0,3923592,1,
12388,0,3923644,1,
12400,0,3924360,0,
12406,0,3924384,1,
12413,0,3924692,0,
12410,0,3924680,0,
12421,0,3925268,0,
12422,0,3925272,0,
12419,0,3925160,1,
12424,0,3925280,1,
12448,0,3289208,1,
12447,0,3289204,0,
12452,0,3289348,0,
12458,0,3289372,1,
12470,0,3926220,1,
12471,0,3926272,0,
12456,0,3289364,0,
12474,0,3926284,0,
12484,0,3926492,1,
12510,0,4316164,1,
12539,0,3919076,1,
12535,0,3918932,1,
12551,0,3919428,1,
12552,0,3919452,0,
12558,0,3919496,0,
12564,0,3919520,1,
12562,0,3919512,0,
12571,0,3919616,1,
12573,0,3919572,1,
12588,0,3919736,1,
12583,0,3919584,1,
12585,0,3919692,1,
12580,0,3919648,1,
12630,0,4240524,0,
12635,0,4240544,0,
12649,0,4241160,0,
12639,0,4241120,0,
12643,0,4241136,0,
12652,0,4241172,1,
12706,0,4241896,0,
12669,0,4241344,0,
12713,0,4241924,0,
12662,0,4241316,0,
12699,0,4241456,1,
12723,0,4242184,1,
12721,0,4242100,1,
12749,0,4242368,1,
12752,0,4242424,0,
12759,0,4242452,0,
12764,0,4243296,0,
12805,0,4253228,1,
12778,0,4243344,1,
12852,0,4253616,1,
12898,0,4253860,0,
12828,0,4253352,1,
12929,0,4254024,0,
12925,0,4254004,0,
12941,0,4258440,0,
12949,0,4253860,0,
12976,0,4254004,0,
12980,0,4254024,0,
12991,0,4258400,1,
12994,0,4269236,1,
12995,0,4269360,1,
13003,0,4277992,1,
13001,0,4277824,1,
13004,0,4278320,1,
13021,0,4243404,1,
13023,0,4243628,1,
13045,0,4316864,0,
13026,0,4243648,0,
13053,0,4316896,0,
13069,0,4316976,0,
13074,0,4316992,1,
13080,0,4317032,0,
13088,0,4322868,0,
13091,0,4322880,0,
13097,0,4316940,1,
13118,0,4243672,1,
13122,0,4245060,0,
13141,0,4316864,0,
13149,0,4316896,0,
13165,0,4316976,0,
13170,0,4316992,0,
13174,0,4317004,1,
13180,0,4317032,0,
13199,0,4252976,1,
13200,0,4252984,1,
13253,0,3919912,1,
13208,0,4253132,1,
13218,0,4316940,1,
13237,0,4245076,1,
13256,0,3920844,0,
13264,0,3920968,0,
13262,0,3920956,1,
13287,0,4316164,1,
13298,0,3909720,0,
13337,0,4316164,1,
13300,0,3909728,0,
13312,0,3909776,1,
13314,0,3909876,0,
13311,0,3909772,0,
13318,0,3909892,1,
13353,0,3711692,0,
13317,0,3909888,0,
13355,0,3711700,1,
13366,0,4316164,1,
13383,0,3896788,1,
13388,0,3896844,0,
13391,0,3896856,1,
13399,0,3897056,1,
13401,0,3897104,1,
13414,0,4316164,1,
13476,0,4316164,1,
13507,0,3899576,1,
13430,0,3909428,0,
13446,0,3909492,0,
13464,0,3909668,0,
13437,0,3909456,0,
13453,0,3909520,1,
13511,0,3899696,0,
13521,0,3899736,1,
13532,0,4316164,1,
13640,0,3395752,0,
13601,0,3925036,1,
13574,0,3923128,0,
13578,0,3923236,0,
13586,0,3924180,1,
13644,0,3395800,0,
13645,0,3395804,1,
13627,0,3395696,0,
13662,0,3395884,1,
13656,0,3395860,0,
13673,0,3399316,1,
13676,0,3399620,0,
13633,0,3395716,1,
13650,0,3395836,0,
13669,0,3396188,1,
13671,0,3399268,1,
13643,0,3395764,1,
13678,0,3399628,0,
13681,0,3399640,1,
13694,0,3399916,0,
13715,0,3401124,1,
13706,0,3400280,0,
13693,0,3399912,0,
13709,0,3400292,1,
13716,0,3401272,1,
13701,0,3399944,1,
13714,0,3401120,0,
13747,0,3923212,1,
13736,0,3923172,0,
13750,0,3923236,0,
13738,0,3923180,0,
13742,0,3923196,0,
13767,0,3902260,1,
13779,0,3902668,1,
13778,0,3902316,1,
13789,0,3923672,0,
13791,0,3923524,1,
13794,0,3923592,1,
13798,0,3923644,1,
13810,0,3924360,0,
13816,0,3924384,1,
13823,0,3924692,0,
13820,0,3924680,0,
13858,0,3289208,1,
13857,0,3289204,0,
13831,0,3925268,0,
13832,0,3925272,0,
13834,0,3925280,1,
13829,0,3925160,1,
13862,0,3289348,0,
13868,0,3289372,1,
13880,0,3926220,1,
13881,0,3926272,0,
13884,0,3926284,0,
13894,0,3926492,1,
13920,0,4316164,1,
13949,0,3919076,1,
13945,0,3918932,1,
13961,0,3919428,1,
13866,0,3289364,0,
13962,0,3919452,0,
13968,0,3919496,0,
13974,0,3919520,1,
13972,0,3919512,0,
13981,0,3919616,1,
13983,0,3919572,1,
13998,0,3919736,1,
13993,0,3919584,1,
13995,0,3919692,1,
13990,0,3919648,1,
14040,0,4240524,0,
14045,0,4240544,0,
14059,0,4241160,0,
14049,0,4241120,0,
14053,0,4241136,0,
14062,0,4241172,1,
14133,0,4242184,1,
14116,0,4241896,0,
14079,0,4241344,0,
14123,0,4241924,0,
14131,0,4242100,1,
14072,0,4241316,0,
14109,0,4241456,1,
14159,0,4242368,1,
14162,0,4242424,0,
14169,0,4242452,0,
14174,0,4243296,0,
14215,0,4253228,1,
14188,0,4243344,1,
14262,0,4253616,1,
14308,0,4253860,0,
14238,0,4253352,1,
14339,0,4254024,0,
14335,0,4254004,0,
14351,0,4258440,0,
14359,0,4253860,0,
14386,0,4254004,0,
14390,0,4254024,0,
14401,0,4258400,1,
14404,0,4269236,1,
14405,0,4269360,1,
14413,0,4277992,1,
14411,0,4277824,1,
14414,0,4278320,1,
14431,0,4243404,1,
14433,0,4243628,1,
14455,0,4316864,0,
14436,0,4243648,0,
14463,0,4316896,0,
14479,0,4316976,0,
14484,0,4316992,1,
14490,0,4317032,0,
14498,0,4322868,0,
14501,0,4322880,0,
14507,0,4316940,1,
14528,0,4243672,1,
14532,0,4245060,0,
14551,0,4316864,0,
14559,0,4316896,0,
14575,0,4316976,0,
14580,0,4316992,0,
14584,0,4317004,1,
14590,0,4317032,0,
14609,0,4252976,1,
14610,0,4252984,1,
14663,0,3919912,1,
14628,0,4316940,1,
14647,0,4245076,1,
14618,0,4253132,1,
14666,0,3920844,0,
14674,0,3920968,0,
14672,0,3920956,1,
14697,0,4316164,1,
14708,0,3909720,0,
14747,0,4316164,1,
14710,0,3909728,0,
14722,0,3909776,1,
14724,0,3909876,0,
14721,0,3909772,0,
14728,0,3909892,1,
14763,0,3711692,0,
14727,0,3909888,0,
14765,0,3711700,1,
14776,0,4316164,1,
14793,0,3896788,1,
14798,0,3896844,0,
14801,0,3896856,1,
14824,0,4316164,1,
14811,0,3897104,1,
14886,0,4316164,1,
14809,0,3897056,1,
14840,0,3909428,0,
14856,0,3909492,0,
14874,0,3909668,0,
14917,0,3899576,1,
14847,0,3909456,0,
14863,0,3909520,1,
14921,0,3899696,0,
14931,0,3899736,1,
14942,0,4316164,1,
15050,0,3395752,0,
15011,0,3925036,1,
14984,0,3923128,0,
14988,0,3923236,0,
14996,0,3924180,1,
15054,0,3395800,0,
15055,0,3395804,1,
15037,0,3395696,0,
15072,0,3395884,1,
15066,0,3395860,0,
15083,0,3399316,1,
15086,0,3399620,0,
15043,0,3395716,1,
15060,0,3395836,0,
15079,0,3396188,1,
15081,0,3399268,1,
15053,0,3395764,1,
15088,0,3399628,0,
15091,0,3399640,1,
15104,0,3399916,0,
15125,0,3401124,1,
15116,0,3400280,0,
15103,0,3399912,0,
15119,0,3400292,1,
15126,0,3401272,1,
15111,0,3399944,1,
15124,0,3401120,0,
15157,0,3923212,1,
15146,0,3923172,0,
15160,0,3923236,0,
15148,0,3923180,0,
15152,0,3923196,0,
15177,0,3902260,1,
15189,0,3902668,1,
15188,0,3902316,1,
15199,0,3923672,0,
15201,0,3923524,1,
15204,0,3923592,1,
15208,0,3923644,1,
15220,0,3924360,0,
15226,0,3924384,1,
15233,0,3924692,0,
15230,0,3924680,0,
15268,0,3289208,1,
15267,0,3289204,0,
15241,0,3925268,0,
15242,0,3925272,0,
15244,0,3925280,1,
15290,0,3926220,1,
15239,0,3925160,1,
15278,0,3289372,1,
15291,0,3926272,0,
15294,0,3926284,0,
15272,0,3289348,0,
15276,0,3289364,0,
15304,0,3926492,1,
15330,0,4316164,1,
15359,0,3919076,1,
15355,0,3918932,1,
15371,0,3919428,1,
15372,0,3919452,0,
15378,0,3919496,0,
15384,0,3919520,1,
15382,0,3919512,0,
15391,0,3919616,1,
15393,0,3919572,1,
15408,0,3919736,1,
15403,0,3919584,1,
15405,0,3919692,1,
15400,0,3919648,1,
15450,0,4240524,0,
15455,0,4240544,0,
15469,0,4241160,0,
15459,0,4241120,0,
15463,0,4241136,0,
15472,0,4241172,1,
15543,0,4242184,1,
15526,0,4241896,0,
15489,0,4241344,0,
15533,0,4241924,0,
15541,0,4242100,1,
15482,0,4241316,0,
15519,0,4241456,1,
15569,0,4242368,1,
15572,0,4242424,0,
15579,0,4242452,0,
15584,0,4243296,0,
15625,0,4253228,1,
15598,0,4243344,1,
15672,0,4253616,1,
15718,0,4253860,0,
15648,0,4253352,1,
15749,0,4254024,0,
15745,0,4254004,0,
15761,0,4258440,0,
15769,0,4253860,0,
15796,0,4254004,0,
15800,0,4254024,0,
15811,0,4258400,1,
15814,0,4269236,1,
15815,0,4269360,1,
15823,0,4277992,1,
15821,0,4277824,1,
15824,0,4278320,1,
15841,0,4243404,1,
15843,0,4243628,1,
15865,0,4316864,0,
15846,0,4243648,0,
15873,0,4316896,0,
15889,0,4316976,0,
15894,0,4316992,1,
15900,0,4317032,0,
15908,0,4322868,0,
15911,0,4322880,0,
15917,0,4316940,1,
15938,0,4243672,1,
15942,0,4245060,0,
15961,0,4316864,0,
15969,0,4316896,0,
15985,0,4316976,0,
15990,0,4316992,0,
15994,0,4317004,1,
16000,0,4317032,0,
16019,0,4252976,1,
16020,0,4252984,1,
16073,0,3919912,1,
16038,0,4316940,1,
16057,0,4245076,1,
16028,0,4253132,1,
16076,0,3920844,0,
16084,0,3920968,0,
16082,0,3920956,1,
16107,0,4316164,1,
16118,0,3909720,0,
16157,0,4316164,1,
16120,0,3909728,0,
16132,0,3909776,1,
16134,0,3909876,0,
16131,0,3909772,0,
16138,0,3909892,1,
16173,0,3711692,0,
16137,0,3909888,0,
16175,0,3711700,1,
16186,0,4316164,1,
16203,0,3896788,1,
16208,0,3896844,0,
16211,0,3896856,1,
16234,0,4316164,1,
16221,0,3897104,1,
16296,0,4316164,1,
16219,0,3897056,1,
16250,0,3909428,0,
16266,0,3909492,0,
16284,0,3909668,0,
16327,0,3899576,1,
16257,0,3909456,0,
16273,0,3909520,1,
16331,0,3899696,0,
16341,0,3899736,1,
16352,0,4316164,1,
16460,0,3395752,0,
16421,0,3925036,1,
16394,0,3923128,0,
16398,0,3923236,0,
16406,0,3924180,1,
16464,0,3395800,0,
16465,0,3395804,1,
16447,0,3395696,0,
16482,0,3395884,1,
16476,0,3395860,0,
16493,0,3399316,1,
16496,0,3399620,0,
16453,0,3395716,1,
16470,0,3395836,0,
16489,0,3396188,1,
16491,0,3399268,1,
16463,0,3395764,1,
16498,0,3399628,0,
16501,0,3399640,1,
16514,0,3399916,0,
16535,0,3401124,1,
16526,0,3400280,0,
16513,0,3399912,0,
16529,0,3400292,1,
16536,0,3401272,1,
16521,0,3399944,1,
16534,0,3401120,0,
16567,0,3923212,1,
16556,0,3923172,0,
16570,0,3923236,0,
16558,0,3923180,0,
16562,0,3923196,0,
16587,0,3902260,1,
16599,0,3902668,1,
16598,0,3902316,1,
16609,0,3923672,0,
16611,0,3923524,1,
16614,0,3923592,1,
16618,0,3923644,1,
16630,0,3924360,0,
16636,0,3924384,1,
16643,0,3924692,0,
16640,0,3924680,0,
16677,0,3289204,0,
16651,0,3925268,0,
16652,0,3925272,0,
16654,0,3925280,1,
16678,0,3289208,1,
16700,0,3926220,1,
16649,0,3925160,1,
16688,0,3289372,1,
16701,0,3926272,0,
16704,0,3926284,0,
16682,0,3289348,0,
16686,0,3289364,0,
16714,0,3926492,1,
16740,0,4316164,1,
16769,0,3919076,1,
16765,0,3918932,1,
16781,0,3919428,1,
16782,0,3919452,0,
16788,0,3919496,0,
16794,0,3919520,1,
16792,0,3919512,0,
16801,0,3919616,1,
16803,0,3919572,1,
16818,0,3919736,1,
16813,0,3919584,1,
16815,0,3919692,1,
16810,0,3919648,1,
16860,0,4240524,0,
16865,0,4240544,0,
16879,0,4241160,0,
16869,0,4241120,0,
16873,0,4241136,0,
16882,0,4241172,1,
16953,0,4242184,1,
16936,0,4241896,0,
16899,0,4241344,0,
16943,0,4241924,0,
16951,0,4242100,1,
16892,0,4241316,0,
16929,0,4241456,1,
16979,0,4242368,1,
16982,0,4242424,0,
16989,0,4242452,0,
16994,0,4243296,0,
17035,0,4253228,1,
17008,0,4243344,1,
17082,0,4253616,1,
17128,0,4253860,0,
17058,0,4253352,1,
17159,0,4254024,0,
17155,0,4254004,0,
17171,0,4258440,0,
17179,0,4253860,0,
17206,0,4254004,0,
17210,0,4254024,0,
17221,0,4258400,1,
17224,0,4269236,1,
17225,0,4269360,1,
17233,0,4277992,1,
17231,0,4277824,1,
17234,0,4278320,1,
17251,0,4243404,1,
17253,0,4243628,1,
17275,0,4316864,0,
17256,0,4243648,0,
17283,0,4316896,0,
17299,0,4316976,0,
17304,0,4316992,1,
17310,0,4317032,0,
17318,0,4322868,0,
17327,0,4316940,1,
17321,0,4322880,0,
17348,0,4243672,1,
17352,0,4245060,0,
17371,0,4316864,0,
17379,0,4316896,0,
17395,0,4316976,0,
17400,0,4316992,0,
17404,0,4317004,1,
17410,0,4317032,0,
17429,0,4252976,1,
17430,0,4252984,1,
17483,0,3919912,1,
17448,0,4316940,1,
17467,0,4245076,1,
17438,0,4253132,1,
17486,0,3920844,0,
17494,0,3920968,0,
17492,0,3920956,1,
17517,0,4316164,1,
17528,0,3909720,0,
17567,0,4316164,1,
17530,0,3909728,0,
17542,0,3909776,1,
17544,0,3909876,0,
17541,0,3909772,0,
17548,0,3909892,1,
17583,0,3711692,0,
17547,0,3909888,0,
17585,0,3711700,1,
17596,0,4316164,1,
17613,0,3896788,1,
17618,0,3896844,0,
17644,0,4316164,1,
17621,0,3896856,1,
17631,0,3897104,1,
17706,0,4316164,1,
17629,0,3897056,1,
17737,0,3899576,1,
17660,0,3909428,0,
17676,0,3909492,0,
17694,0,3909668,0,
17667,0,3909456,0,
17683,0,3909520,1,
17741,0,3899696,0,
17751,0,3899736,1,
17762,0,4316164,1,
17870,0,3395752,0,
17831,0,3925036,1,
17804,0,3923128,0,
17808,0,3923236,0,
17816,0,3924180,1,
17874,0,3395800,0,
17875,0,3395804,1,
17857,0,3395696,0,
17892,0,3395884,1,
17886,0,3395860,0,
17903,0,3399316,1,
17906,0,3399620,0,
17863,0,3395716,1,
17880,0,3395836,0,
17899,0,3396188,1,
17901,0,3399268,1,
17873,0,3395764,1,
17908,0,3399628,0,
17911,0,3399640,1,
17924,0,3399916,0,
17945,0,3401124,1,
17936,0,3400280,0,
17923,0,3399912,0,
17939,0,3400292,1,
17946,0,3401272,1,
17931,0,3399944,1,
17944,0,3401120,0,
17977,0,3923212,1,
17966,0,3923172,0,
17980,0,3923236,0,
17968,0,3923180,0,
17972,0,3923196,0,
17997,0,3902260,1,
18009,0,3902668,1,
18008,0,3902316,1,
18019,0,3923672,0,
18021,0,3923524,1,
18024,0,3923592,1,
18028,0,3923644,1,
18040,0,3924360,0,
18046,0,3924384,1,
18053,0,3924692,0,
18050,0,3924680,0,
18087,0,3289204,0,
18061,0,3925268,0,
18062,0,3925272,0,
18064,0,3925280,1,
18088,0,3289208,1,
18110,0,3926220,1,
18059,0,3925160,1,
18098,0,3289372,1,
18111,0,3926272,0,
18114,0,3926284,0,
18092,0,3289348,0,
18096,0,3289364,0,
18124,0,3926492,1,
18150,0,4316164,1,
18179,0,3919076,1,
18175,0,3918932,1,
18191,0,3919428,1,
18192,0,3919452,0,
18198,0,3919496,0,
18204,0,3919520,1,
18202,0,3919512,0,
18211,0,3919616,1,
18213,0,3919572,1,
18228,0,3919736,1,
18223,0,3919584,1,
18225,0,3919692,1,
18220,0,3919648,1,
18270,0,4240524,0,
18275,0,4240544,0,
18289,0,4241160,0,
18279,0,4241120,0,
18283,0,4241136,0,
18292,0,4241172,1,
18363,0,4242184,1,
18346,0,4241896,0,
18309,0,4241344,0,
18353,0,4241924,0,
18361,0,4242100,1,
18302,0,4241316,0,
18339,0,4241456,1,
18389,0,4242368,1,
18392,0,4242424,0,
18399,0,4242452,0,
18404,0,4243296,0,
18445,0,4253228,1,
18418,0,4243344,1,
18492,0,4253616,1,
18538,0,4253860,0,
18468,0,4253352,1,
18569,0,4254024,0,
18565,0,4254004,0,
18581,0,4258440,0,
18589,0,4253860,0,
18616,0,4254004,0,
18620,0,4254024,0,
18631,0,4258400,1,
18634,0,4269236,1,
18635,0,4269360,1,
18643,0,4277992,1,
18641,0,4277824,1,
18644,0,4278320,1,
18661,0,4243404,1,
18663,0,4243628,1,
18685,0,4316864,0,
18666,0,4243648,0,
18693,0,4316896,0,
18728,0,4322868,0,
18709,0,4316976,0,
18714,0,4316992,1,
18720,0,4317032,0,
18737,0,4316940,1,
18758,0,4243672,1,
18731,0,4322880,0,
18762,0,4245060,0,
18781,0,4316864,0,
18789,0,4316896,0,
18805,0,4316976,0,
18810,0,4316992,0,
18814,0,4317004,1,
18820,0,4317032,0,
18893,0,3919912,1,
18858,0,4316940,1,
18877,0,4245076,1,
18839,0,4252976,1,
18840,0,4252984,1,
18896,0,3920844,0,
18848,0,4253132,1,
18904,0,3920968,0,
18902,0,3920956,1,
18927,0,4316164,1,
18938,0,3909720,0,
18977,0,4316164,1,
18940,0,3909728,0,
18952,0,3909776,1,
18954,0,3909876,0,
18951,0,3909772,0,
18958,0,3909892,1,
18993,0,3711692,0,
18957,0,3909888,0,
18995,0,3711700,1,
19006,0,4316164,1,
19023,0,3896788,1,
19028,0,3896844,0,
19054,0,4316164,1,
19031,0,3896856,1,
19041,0,3897104,1,
19116,0,4316164,1,
19039,0,3897056,1,
19147,0,3899576,1,
19151,0,3899696,0,
19070,0,3909428,0,
19086,0,3909492,0,
19104,0,3909668,0,
19077,0,3909456,0,
19093,0,3909520,1,
19172,0,4316164,1,
19161,0,3899736,1,
19280,0,3395752,0,
19241,0,3925036,1,
19214,0,3923128,0,
19218,0,3923236,0,
19226,0,3924180,1,
19284,0,3395800,0,
19285,0,3395804,1,
19267,0,3395696,0,
19302,0,3395884,1,
19296,0,3395860,0,
19313,0,3399316,1,
19316,0,3399620,0,
19273,0,3395716,1,
19290,0,3395836,0,
19309,0,3396188,1,
19311,0,3399268,1,
19283,0,3395764,1,
19318,0,3399628,0,
19321,0,3399640,1,
19334,0,3399916,0,
19355,0,3401124,1,
19346,0,3400280,0,
19333,0,3399912,0,
19349,0,3400292,1,
19356,0,3401272,1,
19341,0,3399944,1,
19354,0,3401120,0,
19387,0,3923212,1,
19376,0,3923172,0,
19390,0,3923236,0,
19378,0,3923180,0,
19382,0,3923196,0,
19407,0,3902260,1,
19419,0,3902668,1,
19418,0,3902316,1,
19429,0,3923672,0,
19431,0,3923524,1,
19434,0,3923592,1,
19438,0,3923644,1,
19450,0,3924360,0,
19456,0,3924384,1,
19463,0,3924692,0,
19460,0,3924680,0,
19497,0,3289204,0,
19471,0,3925268,0,
19472,0,3925272,0,
19474,0,3925280,1,
19498,0,3289208,1,
19520,0,3926220,1,
19469,0,3925160,1,
19508,0,3289372,1,
19521,0,3926272,0,
19524,0,3926284,0,
19502,0,3289348,0,
19506,0,3289364,0,
19534,0,3926492,1,
19560,0,4316164,1,
19589,0,3919076,1,
19585,0,3918932,1,
19608,0,3919496,0,
19614,0,3919520,1,
19601,0,3919428,1,
19602,0,3919452,0,
19612,0,3919512,0,
19621,0,3919616,1,
19623,0,3919572,1,
19638,0,3919736,1,
19633,0,3919584,1,
19635,0,3919692,1,
19630,0,3919648,1,
19680,0,4240524,0,
19685,0,4240544,0,
19699,0,4241160,0,
19689,0,4241120,0,
19693,0,4241136,0,
19702,0,4241172,1,
19773,0,4242184,1,
19756,0,4241896,0,
19719,0,4241344,0,
19763,0,4241924,0,
19771,0,4242100,1,
19712,0,4241316,0,
19749,0,4241456,1,
19799,0,4242368,1,
19802,0,4242424,0,
19809,0,4242452,0,
19814,0,4243296,0,
19855,0,4253228,1,
19828,0,4243344,1,
19902,0,4253616,1,
19948,0,4253860,0,
19878,0,4253352,1,
19979,0,4254024,0,
19975,0,4254004,0,
19991,0,4258440,0,
19999,0,4253860,0,
20026,0,4254004,0,
20030,0,4254024,0,
20041,0,4258400,1,
20044,0,4269236,1,
20045,0,4269360,1,
20053,0,4277992,1,
20051,0,4277824,1,
20054,0,4278320,1,
20071,0,4243404,1,
20073,0,4243628,1,
20095,0,4316864,0,
20076,0,4243648,0,
20103,0,4316896,0,
20138,0,4322868,0,
20119,0,4316976,0,
20124,0,4316992,1,
20130,0,4317032,0,
20147,0,4316940,1,
20168,0,4243672,1,
20141,0,4322880,0,
20172,0,4245060,0,
20191,0,4316864,0,
20199,0,4316896,0,
20215,0,4316976,0,
20220,0,4316992,0,
20224,0,4317004,1,
20230,0,4317032,0,
20303,0,3919912,1,
20268,0,4316940,1,
20287,0,4245076,1,
20249,0,4252976,1,
20250,0,4252984,1,
20306,0,3920844,0,
20258,0,4253132,1,
20314,0,3920968,0,
20312,0,3920956,1,
20337,0,4316164,1,
20348,0,3909720,0,
20387,0,4316164,1,
20350,0,3909728,0,
20362,0,3909776,1,
20364,0,3909876,0,
20361,0,3909772,0,
20368,0,3909892,1,
20403,0,3711692,0,
20367,0,3909888,0,
20405,0,3711700,1,
20416,0,4316164,1,
20433,0,3896788,1,
20438,0,3896844,0,
20464,0,4316164,1,
20441,0,3896856,1,
20451,0,3897104,1,
20526,0,4316164,1,
20449,0,3897056,1,
20557,0,3899576,1,
20561,0,3899696,0,
20582,0,4316164,1,
20480,0,3909428,0,
20496,0,3909492,0,
20514,0,3909668,0,
20487,0,3909456,0,
20503,0,3909520,1,
20571,0,3899736,1,
20690,0,3395752,0,
20651,0,3925036,1,
20624,0,3923128,0,
20628,0,3923236,0,
20636,0,3924180,1,
20694,0,3395800,0,
20695,0,3395804,1,
20677,0,3395696,0,
20712,0,3395884,1,
20706,0,3395860,0,
20723,0,3399316,1,
20726,0,3399620,0,
20683,0,3395716,1,
20700,0,3395836,0,
20719,0,3396188,1,
20721,0,3399268,1,
20693,0,3395764,1,
20728,0,3399628,0,
20731,0,3399640,1,
20766,0,3401272,1,
20744,0,3399916,0,
20765,0,3401124,1,
20756,0,3400280,0,
20797,0,3923212,1,
20743,0,3399912,0,
20800,0,3923236,0,
20759,0,3400292,1,
20786,0,3923172,0,
20751,0,3399944,1,
20764,0,3401120,0,
20788,0,3923180,0,
20792,0,3923196,0,
20817,0,3902260,1,
